#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
HDAC3	HDAC4	9606.ENSP00000302967	9606.ENSP00000264606	0	0	0.175	0.603	0.049	0.877	0	0.308	0.924
HDAC3	PPARG	9606.ENSP00000302967	9606.ENSP00000287820	0	0	0	0	0	0.746	0.500	0.748	0.965
HDAC3	KDM1A	9606.ENSP00000302967	9606.ENSP00000383042	0	0	0	0	0.135	0.720	0.400	0.395	0.900
HDAC3	MYC	9606.ENSP00000302967	9606.ENSP00000478887	0	0	0	0	0.049	0.785	0	0.771	0.949
HDAC4	SIRT1	9606.ENSP00000264606	9606.ENSP00000212015	0	0	0	0	0.067	0.559	0	0.776	0.900
HDAC4	HDAC5	9606.ENSP00000264606	9606.ENSP00000225983	0	0	0.062	0.955	0.082	0.510	0.900	0.471	0.973
HDAC4	YY1	9606.ENSP00000264606	9606.ENSP00000262238	0	0	0	0	0.056	0.644	0	0.855	0.947
HDAC4	SMAD3	9606.ENSP00000264606	9606.ENSP00000332973	0	0	0	0	0.075	0.313	0	0.919	0.944
HDAC4	UBE2I	9606.ENSP00000264606	9606.ENSP00000348056	0	0	0	0	0.060	0.787	0.400	0.615	0.947
HDAC4	HIF1A	9606.ENSP00000264606	9606.ENSP00000437955	0	0	0	0	0.050	0.788	0	0.796	0.955
HDAC4	HSP90AA1	9606.ENSP00000264606	9606.ENSP00000335153	0	0	0	0	0.046	0.175	0	0.971	0.975
HDAC4	RUNX2	9606.ENSP00000264606	9606.ENSP00000360493	0	0	0	0	0.062	0.637	0.700	0.979	0.997
HDAC6	HSP90AA1	9606.ENSP00000365804	9606.ENSP00000335153	0	0	0	0	0.046	0.843	0.500	0.994	0.999
HDAC6	RUNX2	9606.ENSP00000365804	9606.ENSP00000360493	0	0	0	0	0.055	0.525	0.700	0.767	0.964
HDAC9	SMARCA4	9606.ENSP00000408617	9606.ENSP00000343896	0	0	0	0	0.055	0.331	0	0.906	0.935
HGF	TGFB1	9606.ENSP00000222390	9606.ENSP00000221930	0	0	0	0	0.064	0	0.400	0.871	0.921
HGF	KIT	9606.ENSP00000222390	9606.ENSP00000288135	0	0	0	0	0.059	0	0.650	0.792	0.925
HGF	MST1R	9606.ENSP00000222390	9606.ENSP00000296474	0	0	0	0	0	0.181	0	0.926	0.936
HGF	NRP1	9606.ENSP00000222390	9606.ENSP00000265371	0	0	0	0	0.048	0	0	0.951	0.952
HGF	IGF1R	9606.ENSP00000222390	9606.ENSP00000497069	0	0	0	0	0	0.096	0.650	0.872	0.955
HGF	KDR	9606.ENSP00000222390	9606.ENSP00000263923	0	0	0	0	0.056	0	0.650	0.907	0.966
HGF	NTRK1	9606.ENSP00000222390	9606.ENSP00000431418	0	0	0	0	0.042	0.096	0.650	0.993	0.997
HGF	MET	9606.ENSP00000222390	9606.ENSP00000317272	0	0	0	0	0.042	0.989	0.900	0.999	0.999
HIF1A	SIRT1	9606.ENSP00000437955	9606.ENSP00000212015	0	0	0	0	0.083	0.510	0	0.851	0.927
HIF1A	MAPK1	9606.ENSP00000437955	9606.ENSP00000215832	0	0	0	0	0.049	0.626	0.900	0.648	0.985
HIF1A	VHL	9606.ENSP00000437955	9606.ENSP00000256474	0	0	0	0	0.042	0.999	0.900	0.998	0.999
HIF1A	MDM2	9606.ENSP00000437955	9606.ENSP00000258149	0	0	0	0	0.060	0.839	0	0.929	0.988
HIF1A	MAPK3	9606.ENSP00000437955	9606.ENSP00000263025	0	0	0	0	0	0.045	0.900	0.703	0.969
HIF1A	STAT3	9606.ENSP00000437955	9606.ENSP00000264657	0	0	0	0	0.115	0.738	0.750	0.923	0.994
HIF1A	TP53	9606.ENSP00000437955	9606.ENSP00000269305	0	0	0	0	0	0.847	0	0.994	0.999
HIF1A	RUNX1	9606.ENSP00000437955	9606.ENSP00000300305	0	0	0	0	0	0.322	0	0.923	0.945
HIF1A	PKM	9606.ENSP00000437955	9606.ENSP00000320171	0	0	0	0	0.060	0.301	0	0.995	0.996
HIF1A	SP1	9606.ENSP00000437955	9606.ENSP00000329357	0	0	0	0	0	0.678	0	0.771	0.923
HIF1A	SMAD3	9606.ENSP00000437955	9606.ENSP00000332973	0	0	0	0	0.044	0.784	0	0.888	0.975
HIF1A	HSP90AA1	9606.ENSP00000437955	9606.ENSP00000335153	0	0	0	0	0.131	0.923	0	0.994	0.999
HIF1A	JUN	9606.ENSP00000437955	9606.ENSP00000360266	0	0	0	0	0.056	0.621	0	0.901	0.961
HIF1A	RELA	9606.ENSP00000437955	9606.ENSP00000384273	0	0	0	0	0.079	0.292	0	0.985	0.989
HIF1A	SLC2A1	9606.ENSP00000437955	9606.ENSP00000416293	0	0	0	0	0.058	0.089	0	0.895	0.902
HIF1A	PTK6	9606.ENSP00000437955	9606.ENSP00000442460	0	0	0	0	0	0.485	0.750	0.332	0.906
HIF1A	LDHA	9606.ENSP00000437955	9606.ENSP00000445175	0	0	0	0	0.156	0.481	0	0.815	0.912
HIF1A	NOTCH1	9606.ENSP00000437955	9606.ENSP00000498587	0	0	0	0	0.042	0.292	0.900	0.917	0.993
HIF1A	MYC	9606.ENSP00000437955	9606.ENSP00000478887	0	0	0	0	0.091	0.435	0.400	0.982	0.993
HMGB1	NFKB1	9606.ENSP00000345347	9606.ENSP00000226574	0	0	0	0	0.111	0.294	0.400	0.820	0.923
HMGB1	IL1B	9606.ENSP00000345347	9606.ENSP00000263341	0	0	0	0	0	0.292	0	0.959	0.970
HMGB1	TP53	9606.ENSP00000345347	9606.ENSP00000269305	0	0	0	0	0.089	0.976	0	0.876	0.997
HMOX1	NQO1	9606.ENSP00000216117	9606.ENSP00000319788	0	0	0	0	0.061	0	0	0.914	0.916
HMOX1	KEAP1	9606.ENSP00000216117	9606.ENSP00000377245	0	0	0	0	0.049	0	0	0.933	0.934
HMOX1	NFE2L2	9606.ENSP00000216117	9606.ENSP00000380252	0	0	0	0	0.050	0	0.750	0.960	0.989
HRAS	MAPK1	9606.ENSP00000407586	9606.ENSP00000215832	0	0	0	0	0.056	0.098	0.900	0.783	0.979
HRAS	PIK3R2	9606.ENSP00000407586	9606.ENSP00000222254	0	0	0	0	0.059	0.065	0.900	0.305	0.930
HRAS	KRAS	9606.ENSP00000407586	9606.ENSP00000256078	0	0	0.050	0.981	0	0.883	0.900	0.411	0.992
HRAS	PDGFRA	9606.ENSP00000407586	9606.ENSP00000257290	0	0	0	0	0.055	0.092	0.900	0.589	0.960
HRAS	PDGFRB	9606.ENSP00000407586	9606.ENSP00000261799	0	0	0	0	0	0.091	0.900	0.617	0.962
HRAS	MAP2K2	9606.ENSP00000407586	9606.ENSP00000262948	0	0	0	0	0.062	0.163	0.900	0.641	0.968
HRAS	MAPK3	9606.ENSP00000407586	9606.ENSP00000263025	0	0	0	0	0.061	0.098	0.900	0.829	0.983
HRAS	PIK3CA	9606.ENSP00000407586	9606.ENSP00000263967	0	0	0	0	0.100	0.758	0.900	0.800	0.995
HRAS	ICAM1	9606.ENSP00000407586	9606.ENSP00000264832	0	0	0	0	0.067	0	0.900	0.234	0.922
HRAS	TP53	9606.ENSP00000407586	9606.ENSP00000269305	0	0	0	0	0.083	0.292	0	0.894	0.925
HRAS	KIT	9606.ENSP00000407586	9606.ENSP00000288135	0	0	0	0	0.055	0.071	0.900	0.621	0.962
HRAS	MAP2K1	9606.ENSP00000407586	9606.ENSP00000302486	0	0	0	0	0.062	0.382	0.900	0.832	0.989
HRAS	MET	9606.ENSP00000407586	9606.ENSP00000317272	0	0	0	0	0.074	0.368	0.900	0.414	0.961
HRAS	NF1	9606.ENSP00000407586	9606.ENSP00000351015	0	0	0	0	0.051	0.789	0.900	0.748	0.994
HRAS	NRAS	9606.ENSP00000407586	9606.ENSP00000358548	0	0	0.050	0.981	0	0.330	0.900	0.059	0.932
HRAS	SRC	9606.ENSP00000407586	9606.ENSP00000362680	0	0	0	0	0.102	0.496	0.900	0.891	0.994
HRAS	SYK	9606.ENSP00000407586	9606.ENSP00000364898	0	0	0	0	0.074	0.110	0.900	0.276	0.932
HRAS	PIK3CD	9606.ENSP00000407586	9606.ENSP00000366563	0	0	0	0	0.056	0.644	0.900	0.239	0.971
HRAS	MAPK8	9606.ENSP00000407586	9606.ENSP00000378974	0	0	0	0	0.103	0.522	0.900	0.694	0.985
HRAS	MAP3K1	9606.ENSP00000407586	9606.ENSP00000382423	0	0	0	0	0.058	0.183	0.900	0.379	0.945
HRAS	SOS1	9606.ENSP00000407586	9606.ENSP00000384675	0	0	0	0	0.071	0.991	0.900	0.976	0.999
HRAS	MAPK9	9606.ENSP00000407586	9606.ENSP00000394560	0	0	0	0	0.103	0.145	0.900	0.266	0.936
HRAS	RAF1	9606.ENSP00000407586	9606.ENSP00000401888	0	0	0	0	0.074	0.999	0.900	0.985	0.999
HRAS	PTPN11	9606.ENSP00000407586	9606.ENSP00000489597	0	0	0	0	0.067	0.153	0.500	0.836	0.926
HRAS	PRKCA	9606.ENSP00000407586	9606.ENSP00000408695	0	0	0	0	0.086	0	0.900	0.373	0.937
HRAS	IGF1R	9606.ENSP00000407586	9606.ENSP00000497069	0	0	0	0	0.074	0.110	0.900	0.463	0.949
HRAS	PIK3CB	9606.ENSP00000407586	9606.ENSP00000501150	0	0	0	0	0.056	0.133	0.900	0.610	0.963
HRAS	PIK3R1	9606.ENSP00000407586	9606.ENSP00000428056	0	0	0	0	0	0.688	0.900	0.707	0.990
HRAS	PIK3CG	9606.ENSP00000407586	9606.ENSP00000419260	0	0	0	0	0.051	0.950	0.900	0.626	0.998
HSP90AA1	MAPK1	9606.ENSP00000335153	9606.ENSP00000215832	0	0	0	0	0.057	0.113	0.400	0.897	0.941
HSP90AA1	NR3C1	9606.ENSP00000335153	9606.ENSP00000231509	0	0	0	0	0.054	0.994	0.500	0.996	0.999
HSP90AA1	HSPB1	9606.ENSP00000335153	9606.ENSP00000248553	0	0	0	0	0.274	0.292	0	0.924	0.957
HSP90AA1	MDM2	9606.ENSP00000335153	9606.ENSP00000258149	0	0	0	0	0.049	0.539	0	0.810	0.909
HSP90AA1	KDR	9606.ENSP00000335153	9606.ENSP00000263923	0	0	0	0	0	0.313	0.500	0.878	0.954
HSP90AA1	STAT3	9606.ENSP00000335153	9606.ENSP00000264657	0	0	0	0	0.093	0.292	0.500	0.923	0.971
HSP90AA1	TP53	9606.ENSP00000335153	9606.ENSP00000269305	0	0	0	0	0	0.903	0	0.995	0.999
HSP90AA1	NOS3	9606.ENSP00000335153	9606.ENSP00000297494	0	0	0	0	0	0.789	0.800	0.992	0.999
HSP90AA1	PLK1	9606.ENSP00000335153	9606.ENSP00000300093	0	0	0	0	0.094	0.141	0.800	0.757	0.957
HSP90AA1	TERT	9606.ENSP00000335153	9606.ENSP00000309572	0	0	0	0	0	0.835	0	0.988	0.998
HSP90AA1	HSPA5	9606.ENSP00000335153	9606.ENSP00000324173	0	0.001	0	0	0.379	0.462	0	0.912	0.968
HSP90AA1	PGR	9606.ENSP00000335153	9606.ENSP00000325120	0	0	0	0	0.054	0.582	0.500	0.956	0.990
HSP90AA1	TGFBR1	9606.ENSP00000335153	9606.ENSP00000447297	0	0	0	0	0	0.662	0	0.729	0.904
HSP90AA1	KEAP1	9606.ENSP00000335153	9606.ENSP00000377245	0	0	0	0	0.049	0.474	0	0.908	0.949
HSP90AA1	TGFBR2	9606.ENSP00000335153	9606.ENSP00000351905	0	0	0	0	0.064	0.558	0	0.908	0.959
HSP90AA1	HSPD1	9606.ENSP00000335153	9606.ENSP00000340019	0	0	0	0	0.627	0.382	0	0.856	0.963
HSP90AA1	MYC	9606.ENSP00000335153	9606.ENSP00000478887	0	0	0	0	0.062	0.606	0	0.939	0.975
HSP90AA1	IKBKB	9606.ENSP00000335153	9606.ENSP00000430684	0	0	0	0	0.060	0.643	0	0.933	0.975
HSP90AA1	RAF1	9606.ENSP00000335153	9606.ENSP00000401888	0	0	0	0	0.054	0.941	0	0.766	0.985
HSP90AA1	MTOR	9606.ENSP00000335153	9606.ENSP00000354558	0	0	0	0	0.095	0.994	0	0.794	0.998
HSP90AA1	SRC	9606.ENSP00000335153	9606.ENSP00000362680	0	0	0	0	0.042	0.799	0.800	0.994	0.999
HSP90AA1	HSPA8	9606.ENSP00000335153	9606.ENSP00000437125	0	0.001	0	0	0.725	0.884	0.500	0.999	0.999
HSPA5	SOD1	9606.ENSP00000324173	9606.ENSP00000270142	0	0	0	0	0.093	0.236	0.900	0.691	0.975
HSPA5	HSPD1	9606.ENSP00000324173	9606.ENSP00000340019	0.043	0	0	0	0.542	0.527	0	0.607	0.908
HSPA5	HSPA8	9606.ENSP00000324173	9606.ENSP00000437125	0	0	0.057	0.966	0.308	0.756	0.500	0.823	0.983
HSPA8	HSPB1	9606.ENSP00000437125	9606.ENSP00000248553	0	0	0	0	0.159	0.230	0.800	0.923	0.988
HSPA8	TP53	9606.ENSP00000437125	9606.ENSP00000269305	0	0	0	0	0.055	0.834	0	0.928	0.987
HSPA8	HSPD1	9606.ENSP00000437125	9606.ENSP00000340019	0.043	0	0	0	0.551	0.660	0	0.595	0.933
HSPA8	TFRC	9606.ENSP00000437125	9606.ENSP00000376197	0	0	0	0	0.072	0.045	0.500	0.939	0.969
HSPA8	MAPK8	9606.ENSP00000437125	9606.ENSP00000378974	0	0	0	0	0.065	0.126	0.900	0.276	0.932
HSPA8	MAPK9	9606.ENSP00000437125	9606.ENSP00000394560	0	0	0	0	0.060	0	0.900	0.158	0.914
HSPB1	MAPK14	9606.ENSP00000248553	9606.ENSP00000229795	0	0	0	0	0.085	0.316	0.500	0.747	0.910
HSPB1	TP53	9606.ENSP00000248553	9606.ENSP00000269305	0	0	0	0	0	0.776	0	0.809	0.955
ICAM1	NFKB1	9606.ENSP00000264832	9606.ENSP00000226574	0	0	0	0	0.220	0	0	0.881	0.903
ICAM1	IFNG	9606.ENSP00000264832	9606.ENSP00000229135	0	0	0	0	0.061	0.164	0	0.885	0.902
ICAM1	PLCG1	9606.ENSP00000264832	9606.ENSP00000244007	0	0	0	0	0	0	0.900	0.455	0.943
ICAM1	KRAS	9606.ENSP00000264832	9606.ENSP00000256078	0	0	0	0	0.067	0	0.900	0.327	0.931
ICAM1	IL1B	9606.ENSP00000264832	9606.ENSP00000263341	0	0	0	0	0.271	0	0	0.885	0.912
ICAM1	NRAS	9606.ENSP00000264832	9606.ENSP00000358548	0	0	0	0	0.069	0	0.900	0.178	0.916
ICAM1	TNF	9606.ENSP00000264832	9606.ENSP00000398698	0	0	0	0	0.255	0	0	0.929	0.944
ICAM1	IL6	9606.ENSP00000264832	9606.ENSP00000385675	0	0	0	0	0.270	0	0	0.931	0.947
ICAM1	ITGB1	9606.ENSP00000264832	9606.ENSP00000379350	0	0	0	0	0.074	0	0	0.966	0.967
ICAM1	MUC1	9606.ENSP00000264832	9606.ENSP00000484824	0	0	0	0	0.117	0	0.400	0.988	0.993
IFNG	NFKB1	9606.ENSP00000229135	9606.ENSP00000226574	0	0	0	0	0.090	0	0	0.929	0.932
IFNG	STAT3	9606.ENSP00000229135	9606.ENSP00000264657	0	0	0	0	0.058	0	0	0.905	0.907
IFNG	PDCD1	9606.ENSP00000229135	9606.ENSP00000335062	0	0	0.320	0	0.216	0	0	0.854	0.915
IFNG	PTPRC	9606.ENSP00000229135	9606.ENSP00000411355	0	0	0	0	0.126	0	0	0.917	0.924
IFNG	PRF1	9606.ENSP00000229135	9606.ENSP00000398568	0	0	0	0	0.334	0	0	0.929	0.950
IFNG	IL2RA	9606.ENSP00000229135	9606.ENSP00000369293	0	0	0	0	0.382	0	0.650	0.860	0.967
IFNG	IL6	9606.ENSP00000229135	9606.ENSP00000385675	0	0	0	0	0.128	0	0	0.981	0.983
IFNG	STAT1	9606.ENSP00000229135	9606.ENSP00000354394	0	0	0	0	0.131	0	0.500	0.971	0.986
IFNG	TNF	9606.ENSP00000229135	9606.ENSP00000398698	0	0	0	0	0.202	0	0	0.990	0.991
IFNG	JAK1	9606.ENSP00000229135	9606.ENSP00000499900	0	0	0	0	0.057	0	0.900	0.939	0.993
IFNG	JAK2	9606.ENSP00000229135	9606.ENSP00000371067	0	0	0	0	0.109	0	0.900	0.989	0.998
IFNG	IL1B	9606.ENSP00000229135	9606.ENSP00000263341	0	0	0	0	0.273	0	0	0.997	0.998
IGF1	TGFB1	9606.ENSP00000376637	9606.ENSP00000221930	0	0	0	0	0	0	0	0.976	0.976
IGF1	PDGFRB	9606.ENSP00000376637	9606.ENSP00000261799	0	0	0	0	0.086	0	0.650	0.788	0.926
IGF1	KDR	9606.ENSP00000376637	9606.ENSP00000263923	0	0	0	0	0.074	0	0.650	0.758	0.914
IGF1	INSR	9606.ENSP00000376637	9606.ENSP00000303830	0	0	0	0	0.049	0.966	0.900	0.995	0.999
IGF1	IRS1	9606.ENSP00000376637	9606.ENSP00000304895	0	0	0	0	0	0	0.500	0.998	0.998
IGF1	MET	9606.ENSP00000376637	9606.ENSP00000317272	0	0	0	0	0	0.063	0.650	0.744	0.908
IGF1	PDGFB	9606.ENSP00000376637	9606.ENSP00000330382	0	0	0	0	0	0	0.900	0.513	0.949
IGF1	IL6	9606.ENSP00000376637	9606.ENSP00000385675	0	0	0	0	0	0	0	0.913	0.913
IGF1	ITGB3	9606.ENSP00000376637	9606.ENSP00000452786	0	0	0	0	0.086	0	0.900	0.614	0.961
IGF1	NTRK1	9606.ENSP00000376637	9606.ENSP00000431418	0	0	0	0	0	0.063	0.650	0.972	0.990
IGF1	IGF2	9606.ENSP00000376637	9606.ENSP00000391826	0	0	0	0.824	0.083	0	0.900	0.985	0.998
IGF1	IGF1R	9606.ENSP00000376637	9606.ENSP00000497069	0	0	0	0	0	0.983	0.900	0.999	0.999
IGF1	INS	9606.ENSP00000376637	9606.ENSP00000380432	0	0	0	0	0	0	0.900	0.999	0.999
IGF1R	PIK3R2	9606.ENSP00000497069	9606.ENSP00000222254	0	0	0	0	0.042	0.397	0.900	0.463	0.964
IGF1R	PLCG1	9606.ENSP00000497069	9606.ENSP00000244007	0	0	0	0	0.060	0.048	0.900	0.229	0.921
IGF1R	KRAS	9606.ENSP00000497069	9606.ENSP00000256078	0	0	0	0	0.075	0.224	0.900	0.655	0.971
IGF1R	MDM2	9606.ENSP00000497069	9606.ENSP00000258149	0	0	0	0	0.056	0.803	0.650	0.753	0.981
IGF1R	PIK3CA	9606.ENSP00000497069	9606.ENSP00000263967	0	0	0	0	0.048	0.098	0.900	0.776	0.978
IGF1R	STAT3	9606.ENSP00000497069	9606.ENSP00000264657	0	0	0	0	0.064	0.620	0	0.797	0.921
IGF1R	INSR	9606.ENSP00000497069	9606.ENSP00000303830	0	0	0.057	0.956	0.137	0.927	0.900	0.696	0.997
IGF1R	IRS1	9606.ENSP00000497069	9606.ENSP00000304895	0	0	0	0	0.085	0.986	0.900	0.998	0.999
IGF1R	PRKACA	9606.ENSP00000497069	9606.ENSP00000309591	0	0	0	0.578	0.055	0.088	0.900	0.191	0.921
IGF1R	PTK2	9606.ENSP00000497069	9606.ENSP00000341189	0	0	0	0.609	0.047	0.331	0.900	0.697	0.978
IGF1R	NRAS	9606.ENSP00000497069	9606.ENSP00000358548	0	0	0	0	0.074	0.110	0.900	0.582	0.960
IGF1R	PTPN1	9606.ENSP00000497069	9606.ENSP00000360683	0	0	0	0	0.055	0.969	0	0.786	0.993
IGF1R	SRC	9606.ENSP00000497069	9606.ENSP00000362680	0	0	0	0.704	0.048	0.294	0.900	0.959	0.996
IGF1R	PIK3CD	9606.ENSP00000497069	9606.ENSP00000366563	0	0	0	0	0.044	0.167	0.900	0.447	0.950
IGF1R	JAK2	9606.ENSP00000497069	9606.ENSP00000371067	0	0	0	0.568	0	0.295	0.900	0.758	0.981
IGF1R	INS	9606.ENSP00000497069	9606.ENSP00000380432	0	0	0	0	0	0.906	0.900	0.998	0.999
IGF1R	IGF2	9606.ENSP00000497069	9606.ENSP00000391826	0	0	0	0	0.044	0.915	0.900	0.999	0.999
IGF1R	PIK3R1	9606.ENSP00000497069	9606.ENSP00000428056	0	0	0	0	0.042	0.803	0.900	0.735	0.994
IGF1R	ITGB3	9606.ENSP00000497069	9606.ENSP00000452786	0	0	0	0	0.068	0.052	0.900	0.326	0.932
IGF1R	PTPN11	9606.ENSP00000497069	9606.ENSP00000489597	0	0	0	0	0.064	0.697	0	0.791	0.935
IGF1R	JAK1	9606.ENSP00000497069	9606.ENSP00000499900	0	0	0	0.566	0.074	0.295	0.900	0.518	0.964
IGF1R	PIK3CB	9606.ENSP00000497069	9606.ENSP00000501150	0	0	0	0	0.074	0.098	0.900	0.695	0.971
IGF2	INSR	9606.ENSP00000391826	9606.ENSP00000303830	0	0	0	0	0	0.164	0.650	0.971	0.991
IGF2	IRS1	9606.ENSP00000391826	9606.ENSP00000304895	0	0	0	0	0.060	0	0.500	0.859	0.928
IGF2	INS	9606.ENSP00000391826	9606.ENSP00000380432	0	0	0	0	0.044	0	0	0.981	0.981
IGF2	NTRK1	9606.ENSP00000391826	9606.ENSP00000431418	0	0	0	0	0.048	0	0.650	0.793	0.925
IKBKB	NFKBIA	9606.ENSP00000430684	9606.ENSP00000216797	0	0	0	0	0.042	0.994	0.900	0.995	0.999
IKBKB	TSC2	9606.ENSP00000430684	9606.ENSP00000219476	0	0	0	0	0.188	0.046	0.900	0.439	0.950
IKBKB	NFKB1	9606.ENSP00000430684	9606.ENSP00000226574	0	0	0	0	0.125	0.885	0.900	0.979	0.999
IKBKB	PRKCQ	9606.ENSP00000430684	9606.ENSP00000263125	0	0	0	0.569	0	0.747	0.900	0.333	0.981
IKBKB	TP53	9606.ENSP00000430684	9606.ENSP00000269305	0	0	0	0	0.076	0.510	0.500	0.739	0.933
IKBKB	TSC1	9606.ENSP00000430684	9606.ENSP00000298552	0	0	0	0	0.077	0.362	0.900	0.737	0.982
IKBKB	IRS1	9606.ENSP00000430684	9606.ENSP00000304895	0	0	0	0	0	0.334	0.900	0.748	0.981
IKBKB	PDPK1	9606.ENSP00000430684	9606.ENSP00000344220	0	0	0	0.587	0.141	0.104	0.900	0.131	0.924
IKBKB	NFKB2	9606.ENSP00000430684	9606.ENSP00000358983	0	0	0	0	0.102	0.319	0.500	0.870	0.955
IKBKB	PTEN	9606.ENSP00000430684	9606.ENSP00000361021	0	0	0	0	0.057	0.092	0.900	0.514	0.952
IKBKB	SRC	9606.ENSP00000430684	9606.ENSP00000362680	0	0	0	0.565	0.055	0.735	0	0.700	0.918
IKBKB	KEAP1	9606.ENSP00000430684	9606.ENSP00000377245	0	0	0	0	0.092	0.833	0	0.983	0.997
IKBKB	MAP3K1	9606.ENSP00000430684	9606.ENSP00000382423	0	0	0	0.564	0.125	0.636	0.900	0.514	0.982
IKBKB	RELA	9606.ENSP00000430684	9606.ENSP00000384273	0	0	0	0	0.067	0.877	0.900	0.957	0.999
IKBKB	TNF	9606.ENSP00000430684	9606.ENSP00000398698	0	0	0	0	0.089	0.994	0.500	0.934	0.999
IKBKB	IRAK4	9606.ENSP00000430684	9606.ENSP00000479889	0	0	0.132	0.582	0.067	0	0.900	0.294	0.935
IKBKB	MUC1	9606.ENSP00000430684	9606.ENSP00000484824	0	0	0	0	0.042	0.331	0	0.916	0.941
IL1B	NFKBIA	9606.ENSP00000263341	9606.ENSP00000216797	0	0	0	0	0.283	0	0	0.927	0.945
IL1B	TGFB1	9606.ENSP00000263341	9606.ENSP00000221930	0	0	0	0	0.140	0	0	0.924	0.932
IL1B	NFKB1	9606.ENSP00000263341	9606.ENSP00000226574	0	0	0	0	0.200	0	0.900	0.959	0.996
IL1B	IL1RN	9606.ENSP00000263341	9606.ENSP00000259206	0	0	0	0.651	0.377	0	0	0.952	0.968
IL1B	STAT3	9606.ENSP00000263341	9606.ENSP00000264657	0	0	0	0	0.069	0	0.500	0.877	0.938
IL1B	IRAK4	9606.ENSP00000263341	9606.ENSP00000479889	0	0	0	0	0.107	0	0.500	0.874	0.938
IL1B	MMP9	9606.ENSP00000263341	9606.ENSP00000361405	0	0	0	0	0.275	0.051	0	0.932	0.949
IL1B	PTGS2	9606.ENSP00000263341	9606.ENSP00000356438	0	0	0	0	0.656	0	0	0.928	0.974
IL1B	JUN	9606.ENSP00000263341	9606.ENSP00000360266	0	0	0	0	0.166	0	0.900	0.857	0.987
IL1B	RELA	9606.ENSP00000263341	9606.ENSP00000384273	0	0	0	0	0.118	0	0.900	0.903	0.990
IL1B	IL6	9606.ENSP00000263341	9606.ENSP00000385675	0	0	0	0	0.515	0	0.400	0.989	0.996
IL1B	TNF	9606.ENSP00000263341	9606.ENSP00000398698	0	0	0	0	0.616	0	0.400	0.993	0.998
IL1RN	IL6	9606.ENSP00000259206	9606.ENSP00000385675	0	0	0	0	0.170	0	0	0.913	0.925
IL2RA	STAT5B	9606.ENSP00000369293	9606.ENSP00000293328	0	0	0	0	0.053	0.292	0.900	0.857	0.989
IL2RA	STAT5A	9606.ENSP00000369293	9606.ENSP00000341208	0	0	0	0	0.064	0.627	0.900	0.887	0.995
IL2RA	RHOA	9606.ENSP00000369293	9606.ENSP00000400175	0	0	0	0	0	0	0.900	0.146	0.910
IL2RA	IL6	9606.ENSP00000369293	9606.ENSP00000385675	0	0	0	0	0.074	0	0.650	0.869	0.953
IL2RA	JAK1	9606.ENSP00000369293	9606.ENSP00000499900	0	0	0	0	0.068	0	0.900	0.790	0.978
IL6	MAPK1	9606.ENSP00000385675	9606.ENSP00000215832	0	0	0	0	0.055	0	0.400	0.897	0.936
IL6	NFKBIA	9606.ENSP00000385675	9606.ENSP00000216797	0	0	0	0	0.175	0	0	0.915	0.927
IL6	TGFB1	9606.ENSP00000385675	9606.ENSP00000221930	0	0	0	0	0.106	0	0.400	0.932	0.960
IL6	NFKB1	9606.ENSP00000385675	9606.ENSP00000226574	0	0	0	0	0.176	0	0.900	0.942	0.994
IL6	MAPK3	9606.ENSP00000385675	9606.ENSP00000263025	0	0	0	0	0.055	0	0.400	0.846	0.905
IL6	STAT3	9606.ENSP00000385675	9606.ENSP00000264657	0	0	0	0	0.102	0.095	0.500	0.965	0.984
IL6	LEPR	9606.ENSP00000385675	9606.ENSP00000330393	0	0	0	0	0	0	0.650	0.733	0.902
IL6	STAT1	9606.ENSP00000385675	9606.ENSP00000354394	0	0	0	0	0.110	0.087	0.500	0.941	0.972
IL6	PTGS2	9606.ENSP00000385675	9606.ENSP00000356438	0	0	0	0	0.484	0	0	0.926	0.960
IL6	JUN	9606.ENSP00000385675	9606.ENSP00000360266	0	0	0	0	0.140	0	0.900	0.882	0.989
IL6	MMP9	9606.ENSP00000385675	9606.ENSP00000361405	0	0	0	0	0.106	0	0.400	0.930	0.959
IL6	JAK2	9606.ENSP00000385675	9606.ENSP00000371067	0	0	0	0	0.092	0	0.900	0.952	0.995
IL6	MAPK8	9606.ENSP00000385675	9606.ENSP00000378974	0	0	0	0	0	0	0	0.938	0.938
IL6	INS	9606.ENSP00000385675	9606.ENSP00000380432	0	0	0	0	0	0	0	0.933	0.933
IL6	RELA	9606.ENSP00000385675	9606.ENSP00000384273	0	0	0	0	0.108	0.292	0.900	0.816	0.986
IL6	KITLG	9606.ENSP00000385675	9606.ENSP00000495951	0	0	0	0	0	0	0	0.921	0.921
IL6	TNF	9606.ENSP00000385675	9606.ENSP00000398698	0	0	0	0	0.261	0	0.400	0.989	0.994
IL6	JAK1	9606.ENSP00000385675	9606.ENSP00000499900	0	0	0	0	0.077	0.224	0.900	0.960	0.996
INS	SIRT1	9606.ENSP00000380432	9606.ENSP00000212015	0	0	0	0	0	0	0	0.910	0.910
